Q2,Q3,Q7,Q8,Q11,Q12,Q13,Q13_B,Q13_C,Q13_D,Q13_E,Q13_F,Q14,Q15,Q15_B,Q15_C,Q15_D,Q16,Q17,Q17_B,Q18,Q19,Q19_B,Q19_C,Q19_D,Q19_E,Q19_F,Q19_G,Q19_H,Q20,Q20_B,Q21,Q22,Q22_B,Q23,Q24,Q24_B,Q24_C,Q24_D,Q24_E,Q24_F,Q24_G,Q24_H,Q24_I,Q24_J,Q24_K,Q24_L,Q25
Men,> 35,Doctorate/Professional,Non-academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,No opinion,Strongly disagree,Disagree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,RSS feed,NA,No,NA,NA,There is no group nearby/the group is inactive,NA,NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),R workshop aimed at my demographic (specify relevant group in comments box),NA,NA,NA,NA,NA,NA,697
Men,> 35,Masters or lower,Non-academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,NA,For both recreational and job/educational purposes.,Agree,Strongly agree,Disagree,Agree,Yes,Good for reproducible research,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Twitter,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428
Men,> 35,Masters or lower,NA,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,Primarily as part of a job or educational course;,Strongly agree,Strongly agree,Strongly disagree,Disagree,Yes,Good for reproducible research,NA,Yes,The R mailing lists,NA,NA,NA,NA,NA,NA,NA,Mailing list,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
Women,35 or under,Masters or lower,Academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Agree,Agree,Disagree,Disagree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,r-bloggers,Blog,NA,No,NA,NA,There is no group nearby/the group is inactive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362
Men,> 35,Doctorate/Professional,Academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",Primarily as part of a job or educational course;,Agree,Strongly agree,Disagree,Disagree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Online forum to discuss R-related issues,NA,NA,66
Women,35 or under,Masters or lower,Non-academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Agree,Strongly agree,Disagree,No opinion,Yes,Open source,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Facebook,NA,No,NA,NA,Other (please specify),NA,New R user group near me aimed at my demographic (specify relevant group in comments box),Free local introductory R workshops,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,Online forum to discuss R-related issues,Online support group for my demographic (specify relevant group in comments box),NA,701
Women,> 35,Masters or lower,Academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",NA,NA,NA,NA,Primarily as part of a job or educational course;,No opinion,Agree,No opinion,Disagree,Yes,Good for statistical analysis,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Twitter,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423
Women,35 or under,Doctorate/Professional,Non-academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",NA,NA,NA,NA,Primarily as part of a job or educational course;,Agree,Disagree,Disagree,Disagree,Yes,Good for statistical analysis,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378
Men,> 35,Doctorate/Professional,Academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,Primarily as part of a job or educational course;,No opinion,No opinion,No opinion,Disagree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Podcast,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),NA,NA,NA,NA,NA,NA,NA,509
Men,35 or under,Masters or lower,Academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Agree,Disagree,No opinion,Yes,Steep learning curve,NA,Yes,NA,The #rstats hashtag on Twitter,NA,NA,NA,NA,NA,NA,Mailing list,NA,No,NA,NA,There is no group nearby/the group is inactive,NA,NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),NA,NA,NA,NA,NA,NA,NA,291
Men,> 35,Doctorate/Professional,Academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Agree,Strongly disagree,Strongly disagree,Yes,Good for statistical analysis,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,The rOpenSci mailing lists or chat forums,NA,NA,google,Twitter,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888
Women,35 or under,Masters or lower,Academic,< 2 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,Primarily as part of a job or educational course;,Agree,Agree,Disagree,Disagree,Yes,Supportive user community,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,It is not necessary (I have the support I need),NA,NA,NA,Paid local advanced R workshops,NA,NA,NA,NA,NA,Online forum to discuss R-related issues,NA,NA,224
Women,35 or under,Masters or lower,Non-academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Agree,No opinion,Disagree,Disagree,Yes,Free,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Blog,NA,No,NA,NA,I feel too inexperienced,NA,NA,Free local introductory R workshops,NA,NA,NA,NA,NA,NA,Online forum to discuss R-related issues,NA,NA,790
Men,35 or under,Doctorate/Professional,Academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",Primarily as part of a job or educational course;,Strongly agree,Agree,No opinion,Strongly disagree,Yes,Other (please specify),no against,Yes,The R mailing lists,The #rstats hashtag on Twitter,NA,NA,NA,NA,NA,"github issues, specialised ML (adegenet-forum, R-sig-genetics)",Website,NA,No,NA,NA,I am too busy,New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
Women,35 or under,Masters or lower,Academic,5-10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Agree,No opinion,Disagree,No opinion,Yes,Good for statistical analysis,NA,No,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,No,NA,NA,I feel too inexperienced,NA,NA,NA,Paid local advanced R workshops,NA,NA,NA,NA,NA,NA,NA,NA,88
Women,> 35,Doctorate/Professional,Non-academic,5-10 years,Yes,I use functions from existing R packages to analyze data,NA,NA,NA,NA,NA,Primarily as part of a job or educational course;,No opinion,Agree,No opinion,No opinion,No,Would recommend other software/programming language over R,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152
Men,35 or under,Masters or lower,Non-academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,No opinion,Agree,Disagree,Agree,No,Too many idiosyncracies,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Blog,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,776
Men,> 35,Doctorate/Professional,Academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",Primarily as part of a job or educational course;,Strongly agree,Strongly agree,Disagree,Agree,Yes,Too many idiosyncracies,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,The rOpenSci mailing lists or chat forums,NA,NA,NA,Twitter,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,149
Women,35 or under,Doctorate/Professional,Non-academic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284
Men,35 or under,Masters or lower,Non-academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,NA,For both recreational and job/educational purposes.,Strongly agree,Agree,Disagree,No opinion,Yes,Active developer community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193
Men,35 or under,Masters or lower,Non-academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",NA,NA,NA,NA,Primarily as part of a job or educational course;,Strongly agree,Strongly agree,Strongly disagree,Disagree,Yes,Good for reproducible research,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,No,NA,NA,I feel too inexperienced,New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385
Women,35 or under,Masters or lower,Non-academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Agree,Agree,Disagree,Disagree,Yes,Open source,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,R-bloggers,Website,NA,No,NA,NA,Other (please specify),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511
Men,35 or under,Masters or lower,Non-academic,< 2 years,No,I use functions from existing R packages to analyze data,NA,NA,NA,NA,NA,For both recreational and job/educational purposes.,Agree,No opinion,Disagree,Agree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,NA,NA,NA,NA,NA,NA,Website,NA,No,A user group within a university,NA,I feel too inexperienced,NA,NA,Free local introductory R workshops,Paid local advanced R workshops,R workshop at conference in my domain (specify domain/conference in comments box),NA,NA,NA,NA,NA,NA,NA,410
