"","fare_amount","tip_amount"
"8341163",11,2.55
"3947737",16.5,4.32
"8206564",27.5,6.81
"4093530",14,3.16
"8196455",9.5,2.05
"4873415",8,0
"4878821",5.5,0
"790209",7,1.95
"486407",14,0
"1615398",9,1.96
"1933461",6.5,0
"4722317",30.5,7.95
"660600",7,0
"5911968",10,0
"6324259",14.5,3.06
"3668743",12,1
"1753357",5.5,0
"6310706",11,1
"6587774",79.5,0
"721752",7,1.56
"3214456",12.5,2.76
"8103930",32.5,6.76
"795163",7.5,1
"1373284",20,3.27
"4532006",7,0
"3167862",8,3
"4097042",13.5,1.48
"4647109",7,0
"604707",12.5,2.76
"6835954",5,1.45
"6599829",13.5,1
"7188522",12.5,1.5
"2645247",18.5,0
"3734809",15,5.04
"6464834",9.5,2.15
"935174",7.5,2.49
"1210303",8.5,0
"8276555",52,10
"2644807",5.5,1.26
"1903860",21,2
"8129273",7.5,0
"5403425",8,0
"4736299",5.5,1.5
"6653273",10,2.15
"2313330",6,1.56
"7065438",9.5,2.06
"5627314",11.5,2.45
"6800360",10,1
"633824",15,3.26
"525205",9.5,2.05
"7780240",14.5,3.26
"3657790",9,1
"8208378",15.5,4.85
"4536933",9,0
"5847807",52,0
"1539427",12,0
"532617",10.5,3.35
"4062274",4,1.45
"5556676",13.5,0
"423704",6,2.04
"5799381",6,1.45
"8178028",7.5,1.76
"1480338",12,0
"7887422",13,3.45
"7816996",10,1
"1619139",8,1.2
"4174769",11.5,1.08
"5305274",42,12.14
"5361173",52,5
"3823439",16,3.46
"3932555",7.5,3
"2568261",9.5,0
"5814407",13.5,2.96
"5593142",7.5,1.25
"7225865",7.5,2.6
"8029026",16,0
"7566304",16.5,3.56
"7996365",11.5,2.45
"5717492",11,2.95
"5093361",10.5,0
"5658903",14.5,3.06
"1846690",4,0.96
"5415478",6,0
"3033553",4.5,0
"7478092",8.5,0
"6431843",52,0
"3207022",10,0
"2026472",12,2.76
"6879109",8.5,0
"537141",26,5.36
"8342111",10,1.77
"3027053",6,1.35
"882242",13,1.2
"1845907",7,0
"4728304",8,2.75
"1825428",10,0
"967281",8.5,1.86
"5070372",4,0
"8362382",9,0
"3850050",52,14.6
"4670833",6.5,0.5
"6574118",5,1.16
"7282473",13,3.55
"7560338",24,5.06
"1499808",8.5,0
"3193577",13.5,0
"7487231",8.5,0
"1427818",5,1.25
"1398995",6.5,1.66
"5989363",11.5,0.01
"3489542",4,1.32
"4037484",16.5,0
"4446672",8,0
"7107197",8,0
"1136729",8,1.85
"6782082",11,2.45
"7697269",9.5,2.58
"163397",9.5,0
"1210070",8.5,1.2
"4866016",5.5,1.26
"2424549",4.5,0
"8315703",43.5,10.01
"2713583",47.5,0
"631463",5.5,1.36
"2579921",11.5,1.85
"2413570",9.5,0
"1492475",6.5,1.46
"4489650",8,1.7
"1522816",4,1
"6489619",10,0
"8300622",13,0
"3700565",21.5,4.46
"3168598",7,0
"8356599",12,2.75
"6600330",3,0
"297883",16.5,0
"4612625",14,0
"4127549",7,1.66
"5943725",13,2.75
"4350043",10.5,2.46
"4922929",7,0
"6472547",35,0
"8100610",7.5,0
"5191138",7.5,1
"8448871",52,14.64
"4091114",12.5,2.86
"7740134",12.5,4
"8481377",4.5,0
"7291116",5.5,0
"4950659",15.5,3.36
"7857138",12.5,2.76
"8289814",16.5,0
"206475",18.5,4.05
"4714450",14.5,0
"7512582",6.5,1.56
"4208629",21,2
"1523175",16.5,0
"2540875",7.5,2.08
"4463647",15.5,2
"7915912",6,1
"985161",6,0.68
"7443940",5,1.36
"6666763",22,1.8
"3732798",6,0
"7904831",5,1.16
"3140885",11,0
"620580",11.5,3
"1586560",10,0
"7601976",4.5,1.05
"8396497",6.5,1.56
"7945769",13,0
"651116",7.5,0
"4327430",11,0
"5221705",10.5,3
"6763750",16,3
"1170492",30.5,6.36
"6482108",8,1.85
"7195511",20.5,5.13
"7826162",9.5,2.15
"2779625",5,0
"2849306",8,1.76
"5880079",7,1.65
"4985643",23.5,0
"5587730",5.5,1.26
"676660",6,0
"92655",13.5,0
"6808402",9.5,0
"4073660",10,0
"813643",4.5,1.32
"6723371",21,0
"3621355",10.5,0
"4883608",22,0
"5494390",7,2.08
"8595760",8.5,1
"1843650",5.5,1.26
"4296687",12.5,1
"4103506",11.5,2.56
"2088435",20,2.56
"6805208",5.5,1.36
"2666382",6.5,0
"6164202",26.5,6.71
"3760835",6,1.56
"4421342",5.5,0
"7245676",11,3.05
"1777597",6,1.2
"692898",10,2.15
"1602439",14.5,3.06
"481336",8.5,0
"1865182",11.5,1.25
"105214",18.5,2.9
"8002332",7.5,1.66
"2084374",9.5,2.16
"522428",2.5,0.66
"7811514",14,1
"4375885",7.5,3
"631391",16,5.19
"8449703",4,1
"6108559",8.5,1.96
"5769490",8.5,2
"5633204",6,0
"3888778",16,1.7
"6371861",16.5,3.65
"7246932",9.5,1.05
"2065217",3.5,0.96
"8058763",32,7.91
"3001406",7,1.56
"1494481",9.5,2.06
"3494001",18,3.86
"6182971",6.5,2.3
"4710667",12,0
"4132159",6,1.45
"2122871",2.5,0
"8587405",52,8.78
"4726417",11.5,0
"3924455",29,5.96
"4646433",14,1
"4885760",15.5,3.26
"5751499",6,1.95
"4322697",19,3.96
"3155531",7,0
"3441776",69.5,0
"7092930",52,11.71
"7132362",8,0
"2462358",7.5,0
"942311",16,3.36
"982155",36,8.5
"4615268",6,1.35
"2815419",10,2.16
"3073802",18.5,3.85
"1147196",4,0
"2068223",12,0
"2489958",4,0
"604698",5,0
"6893877",7,1.2
"5111303",9,0.1
"6430235",5,1.58
"3440177",6,0
"7852443",38.5,7.96
"228121",13,0
"8693943",6.5,1.55
"4196715",40,0
"4316166",15,0
"687230",6.5,1.46
"708546",11.5,2
"1810201",7,1
"6699351",8.5,1
"6174858",11,0
"4751126",5.5,1.7
"7038166",5,1
"1347197",8.5,0
"5013769",52,6
"3238985",14,0
"4073546",11.5,1.7
"8400751",4.5,0
"8698261",11.5,2.4
"7831052",7.5,2.2
"6846369",10,0
"8470241",4.5,1
"4216178",17,3
"2296794",14,3
"8399320",11.5,1.5
"1876666",8.5,1.3
"4628560",9.5,1
"1937118",44.5,11.32
"4374569",7.5,2.32
"2345024",7,2.64
"6432061",5.5,1.36
"356543",10,2.25
"2745777",9.5,2.16
"6627508",9.5,3.05
"6433245",14,2
"6927294",5,1.15
"923081",4.5,0
"1885226",30.5,0
"1721125",10.5,0
"1549367",11.5,2.45
"1548419",6,0
"2582132",5,0
"5735245",9.5,2.26
"378222",36,10.6
"2811448",9,1.96
"3202559",5.5,1.36
"2585792",7.5,1.65
"3128036",9,2.16
"3986651",6,1.35
"1451533",10.5,3.54
"2219955",15,3.15
"908607",4,0
"6506786",33.5,6.96
"4058911",4,1.16
"7093395",7.5,1.66
"5932738",12.5,2
"5674581",6.5,0
"1091889",16,2
"1429977",10.5,2.36
"5406345",52.5,10
"6645748",7,0
"5164580",4,0.87
"3553484",3.5,0
"2019670",12.5,3.58
"6094766",10,2
"5823941",4.5,0.87
"6723280",9.5,2.16
"6986331",8,1.12
"6039429",7,0
"1973707",37,0
"4066494",22,1
"4887130",5.5,0
"5358434",9,1.47
"1442527",11.5,0
"4406206",6,1
"2364814",5,0
"7214177",6,1.1
"7679829",10,2
"6664605",36,0
"8402179",4,0
"7658063",8,1.75
"4520017",8,1.75
"6370271",32.5,0
"7991603",10,2.15
"4715264",52,0
"5853755",20,4
"5858517",14,0
"680768",6.5,0
"6585790",5.5,1.26
"2058373",7.5,0
"3731340",17.5,0
"7861109",4.5,0
"1176356",7,1.65
"4627460",9.5,2.05
"2544644",3.5,0.86
"7303307",6.5,0
"7670018",11,0
"7823020",7,0
"8392171",5,0
"7858433",9,1
"1116418",10.5,2.46
"5637053",10.5,3.35
"8045974",12,1.6
"2939770",3.5,0.95
"2753545",16.5,0
"973237",9,1.96
"5278250",9.5,2.06
"4050931",4.5,0
"7881395",11,1.77
"3264536",26.5,0
"956211",6,0
"1858088",18.5,4.82
"4679327",5.5,1.35
"7400885",10.5,0
"6201804",9.5,2.16
"3781899",52,9.46
"4186340",32,1.08
"7665395",25.5,0
"4866528",26,0
"5789783",28.5,0
"4273002",4,0.96
"146443",4,0.96
"4326810",6,2
"7471309",19,2.8
"2337592",10.5,2.46
"6344677",4.5,0
"3823586",9.5,2.16
"7276064",37.5,0
"5805787",22,0
"1336917",11,1.28
"8657527",10,1
"1709283",6,1.56
"1837415",18.5,4.82
"1853610",7.5,1.66
"4134338",8,1.86
"783248",5,1
"6160194",9,0
"1817608",7,1.55
"5878834",6.5,1
"739614",5,1.16
"3940319",15,3
"2613719",6.5,0
"7991554",6,1.7
"5147588",9,0
"8296148",10,2.15
"5812721",6.5,1.55
"4123336",11,1.2
"5700868",10.5,0
"5995200",6.5,0
"4510146",7.5,0
"5929687",17.5,3.66
"5384675",6.5,1.46
"4554611",5,0
"4745404",5.5,1.36
"5001763",5,1.15
"2150310",14.5,3.05
"8661511",4.5,1.16
"5867998",8,1.86
"7645612",14.5,2.9
"5494204",12,0
"5048518",3.5,1.05
"4958724",23.5,0
"838973",50,0
"486844",6,0
"5055110",8.5,0
"2870495",52,17.57
"7739393",4.5,1.13
"8542397",8.5,2.3
"3839285",52,0
"6793594",33.5,3
"1470509",7,2.08
"4678494",29,0
"3118491",7,1.32
"5936170",20,0
"2772671",5.5,1.04
"3228810",22,0
"5186718",8,1.95
"16825",52,11.71
"6380098",9,2.16
"1559378",6,2
"5468783",13,1
"643815",15,3.26
"8308582",12,0
"7678260",14.5,0
"6276488",11,3.54
"7631183",6.5,0
"7143920",13.5,0
"742550",18.5,3.85
"7430395",11.5,2.66
"4775076",7,0
"6043865",19.5,4.26
"1996976",12.5,0
"7436568",20.5,5.58
"7320397",7,0
"3021704",6,1.7
"6934076",4.5,1.59
"2755736",5.5,0
"4474437",18,0
"941024",5,1.15
"3274413",8.5,1.85
"5275584",4,0.7
"6717171",6,1
"1368284",12.5,2.85
"2217378",11,0
"3413501",45.5,0
"4083290",11.5,0
"4708535",60.5,8
"2963804",6.5,0
"2571316",14,2
"5946831",16,3.36
"5484560",11,0
"356058",6,1.45
"5433459",14,0
"5380931",13.5,0
"3535814",8.5,1.47
"6244225",6.5,1.25
"5626132",12,3
"6385381",6,0
"6197738",16,3.46
"6414648",8.5,0
"7403433",24.5,0
"4084709",14.5,3.26
"5157043",4,1.7
"501926",34.5,0
"5397282",27.5,5.66
"5523621",17,0
"893795",13,0
"2649454",7.5,0
"5085170",7.5,1.65
"4395257",10.5,3.5
"3990148",4.5,1.06
"7201950",3.5,1.59
"3730531",3.5,0
"1786432",16.5,3.56
"6243649",18,0
"6349794",15,3.36
"1281509",4,0
"3286728",6.5,0
"7939710",18,0
"233397",16,0
"3886673",6.5,0
"994916",12,2.55
"1043145",4.5,1
"6996656",19.5,4.16
"8313027",10.5,2.26
"5827709",8,0
"3313769",22,0
"2566840",10.5,2.8
"6040046",22.5,4.86
"4620482",14,2.96
"7532380",11,2.46
"6003973",12.5,3.32
"3929640",7.5,1.65
"7066373",7,0
"4450861",22,4.66
"4961314",52,10
"3789788",10,0
"8599590",9,1.96
"6853775",52,0
"5897785",10.5,0
"5693188",13,3.45
"386655",12,2.55
"4808184",7.5,1.65
"5539519",29,6.06
"8288758",5.5,0
"7141251",5,0
"1331647",9,1.2
"8049806",9,5
"5857627",9.5,1.9
"1951895",9.5,2
"1941724",11,0
"3387685",10.5,2.82
"382861",9.5,2.06
"4087301",6,1.55
"5164392",8,0
"5274718",5,1
"2418212",7.5,0
"6116747",10,1
"2376690",7,1.66
"2799441",8,0
"2268405",4.5,2.5
"3181096",11.5,2.65
"5279431",10,0
"6477804",11,0
"8580715",5,0
"8306753",25,0
"2360662",12,2.65
"5050699",9.5,0
"4441450",12,0
"2573098",24.5,5.06
"2127745",7,0
"6599646",7,1
"3197353",6,1
"8074622",12,2.76
"4399124",6.5,1
"8599988",14,3.7
"5421887",6,1.95
"1264288",9,0
"3232266",11.5,1.54
"1042792",8.5,1.86
"5234784",14,0
"8291426",52,11.71
"6283200",9.5,0
"6896655",5,1.16
"4989835",9.5,0
"1035479",9,0
"2309368",7.5,0
"2702763",13,0.72
"7872513",5.5,1.36
"3485543",9,0
"3219352",15.5,3.36
"3659012",5.5,1.26
"5101650",5.5,1.26
"8520820",13.5,0
"1659445",24,0
"1903667",10,2.15
"3993554",13.5,2.85
"1876589",13.5,2.86
"23346",28,5.85
"107788",11,2.36
"4855218",7.5,0
"4639596",11.5,2.46
"7506222",7.5,1.75
"1605615",5,1.1
"6377152",7.5,1.5
"8373004",4.5,0.95
"3723188",52,5
"2037055",5.5,0
"894325",42,8.66
"5836503",6,1.45
"6399961",6.5,0
"208788",13.5,0
"7150884",5.5,1.45
"4805656",13.5,3.58
"5961006",5,1
"4634631",10.5,2.25
"7736983",10,2.36
"2601745",9.5,0
"5361425",27,0
"5809739",10.5,1
"4660861",8,3
"3146521",4,0
"7523328",6,1.46
"7700550",15,3.16
"5534036",19,2
"3704753",8.5,1.55
"6328460",45,4.2
"3539795",7.5,0.88
"3211446",8.5,2
"1702625",12,2.75
"2687076",16,3.45
"3875288",12.5,3.32
"3898710",21,4.36
"2487002",9,0
"5956070",6.5,1.46
"4812044",15,1
"5056365",9,3
"5975911",13,2.75
"8104693",10.5,2.36
"6313319",6,1.35
"6967884",14.5,3.15
"7524342",16,0
"2911407",10.5,2.25
"4607947",5,1.16
"3245862",5.5,1.36
"8153608",28.5,5.96
"6713868",30.5,0
"379653",4,0
"183339",30,7.51
"6445590",10.5,2.36
"22121",8.5,1.96
"6563205",9.5,0
"6028056",7,0
"7125109",8.5,1.86
"3322166",30.5,0
"2687258",8.5,2.9
"968775",3.5,0
"2146175",13,0
"8321586",9,0
"8340102",32,0
"3044565",13.5,0
"148845",24,6.2
"7591814",16,3.35
"6062260",9.5,0
"4606591",21,0
"4653363",52,0
"550728",7,1.55
"5746371",58,0
"7045820",12.5,2.65
"988132",11.5,0
"4205474",13,0
"4884545",4.5,1
"8406382",44.5,0
"7600224",10.5,2.82
"5163158",2.5,0
"7816696",3.5,1.44
"8373179",7.5,1.85
"8226812",11,2
"2656163",18,3.86
"1402345",17.5,0
"329983",17.5,2.82
"1561487",13.5,2.85
"1639328",20,0
"1581788",7.5,1
"7869029",26.5,0
"2089918",15,3.26
"824481",6.5,1.46
"3934256",5,1.16
"7941498",23.5,4.85
"3841882",12.5,0
"8396128",8.5,0
"5017975",23,0
"5007586",37.5,9.55
"8484079",30,2
"8379824",6,0
"2781249",28.5,7
"6082469",3.5,1.55
"423604",9,1
"6733373",12.5,2.76
"1644505",6.5,0
"4717659",17,3
"5663875",2.5,0
"2153049",6,1.36
"1763336",4.5,1.16
"5682008",33,0
"717282",5.5,0.7
"4916208",7,1.56
"204071",9.5,2.26
"4191332",4.5,1.16
"6617791",4.5,3
"3473635",5.5,1
"6142182",10.5,2.35
"7394786",19.5,0
"2854878",12.5,1
"6385234",11,2.56
"1230874",14,1
"3451182",9.5,2.25
"3697932",7.5,2.05
"7325938",6,0
"2458458",12,2.65
"4673039",52,0
"1640601",7,0
"5253450",6,1.7
"7887744",38.5,0
"3315607",10,2.15
"5328077",45.5,8
"6429627",10,0
"7458124",6.5,1.66
"770116",16,3.36
"6189411",3.5,0
"5005546",30,6.15
"880679",6,1.82
"270785",9.5,1
"889137",5.5,0
"7884843",7.5,2.05
"4586056",70,10
"2528777",11.5,2.45
"1390293",10.5,2
"1949095",5,1.74
"8054202",7,0
"4016920",6.5,1.45
"2737180",5.5,3
"4316524",10.5,2.25
"2767569",5,1
"3299809",7.5,0.83
"3910792",8.5,1.86
"684864",6.5,1.45
"8020558",6,2.3
"350000",17.5,1.2
"7139993",44,13.44
"1671417",13,1
"7899009",22.5,4.66
"7989043",11,2
"2253513",15,3.16
"231725",11,2.55
"3920183",6.5,2.15
"7371359",5.5,1.25
"1585634",8.5,1.85
"38821",4.5,0
"3343008",17,4
"4440709",5.5,1.7
"4742850",9.5,1
"1382270",10,2.36
"3919734",5,0
"7131732",4.5,1.3
"2717654",16.5,0
"4895387",8,1
"560008",12.5,1
"1769373",9,0
"4168954",11.5,3.2
"7151884",10.5,2
"3456707",6,1.56
"3028084",4.5,1.06
"5270709",4.5,1
"4355064",11.5,2.65
"3541707",52.5,0
"2401904",10,2.26
"322089",6.5,1.55
"6221100",3.5,0
"1020451",8,1
"7660776",27.5,5.7
"5897864",5.5,1.25
"5135162",3.5,0
"3787449",11.5,3.84
"6386724",17,0
"2835019",16,4.2
"3547908",19.5,4.15
"3707815",11.5,0
"2072002",14.5,3.15
"6964815",6,1.46
"3148554",4.5,0
"5869907",17,5
"8210711",20,4.15
"6733915",18.5,0
"1432755",34,0
"2431931",6.5,1.17
"6535535",7,1
"2721316",7.5,0
"5319739",24,3
"7284848",30,7.41
"8312386",10,0
"5165995",4,1.16
"7298254",6,1.36
"8567044",4.5,0
"2763886",7,2.3
"4981598",12,2.65
"3394930",110,0
"3957308",5,1.16
"2857692",3,0
"2972781",12.5,0
"1058711",6.5,0
"1413743",10,2.26
"5351342",5.5,1.26
"821089",58.5,9
"7688277",15,0.79
"7039539",4,0
"3582538",7,1.17
"2013311",4.5,0
"2914460",5,0
"751986",74,18.36
"3178820",17.5,0
"5503525",5.5,1.36
"1054551",13.5,3.82
"2813249",22,2
"8248759",7,1.5
"5926045",12,1.28
"759152",7,0
"312624",9.5,2.16
"6911527",10,0
"6687436",8,0
"7355412",13.5,0.08
"2286454",8.5,2.06
"7811224",15.5,3.35
"6953886",36.5,8.6
"1667921",4.5,0
"5889805",7,1.56
"1302885",9,0
"6209789",8.5,0
"255919",7.5,1
"4214530",13.5,3
"111954",8.5,0
"7479518",5.5,1.82
"4570301",5,1.16
"8312667",19.5,5.05
"4973461",20.5,4.36
"792065",20.5,0
"7902717",6.5,0
"2668060",12,0
"2621932",22.5,4.65
"6311700",65,13.16
"5542231",4,1.06
"3590700",45,11.45
"4140722",14,3.06
"2996472",7.5,2.45
"1820335",8.5,0
"8430006",6.5,0
"6932387",6,1.35
"6677700",10,2.16
"3867305",5.5,2
"3507176",5.5,0
"4157151",28,5.86
"6267560",13,0
"6998630",29.5,6.15
"3507175",23.5,6.2
"3716120",7,1.25
"5139792",11,0
"5636933",36.5,8.61
"499446",16,3.36
"7375017",12,0
"6730546",4.5,0
"2543467",8,2.2
"6833292",6,2
"2061416",4.5,1.15
"5406490",10,0
"665978",9.5,2.16
"4818612",7,0
"3127578",5,2
"3484238",32,6.66
"734348",15.5,0
"306528",15.5,3.36
"6964364",8,2.75
"5472346",36,0
"4072150",13,2
"1309217",6,1.35
"483062",5.5,1.13
"953960",8,2
"7520583",8.5,1.86
"238084",5.5,1.46
"5419169",11,0.1
"6400034",33.5,12.32
"5149251",14.5,3
"4373772",8.5,2.05
"1099260",8,2.94
"8044194",13.5,3.05
"5492193",10,2.26
"6505190",20,0
"5074730",4,0.95
"2428790",6.5,0
"8634781",8.5,0
"2193151",10.5,2.26
"277123",7.5,1.76
"1144827",15.5,2
"7818650",19,4.06
"5221807",19.5,3.12
"2021472",9.5,1.5
"5363242",18.5,3.86
"8639822",11.5,2.45
"1672832",19,6.24
"8580807",5.5,0
"564245",3,0.95
"8404320",6.5,0
"8390765",7.5,2.2
"7439849",5,0
"5425937",5.5,2.19
"5508793",6.5,1.95
"7418262",5,1.16
"2406568",6,1.8
"5753819",16.5,4.55
"5756876",7.5,1.86
"2021046",6,0
"7669865",7.5,2.08
"1638269",21.5,5.58
"5430908",15.5,0
"3053570",31.5,0
"1430576",25.5,6.51
"4549515",5.5,1.26
"376772",23.5,0
"1033961",5,1.22
"2173604",15,3.15
"2483733",7,1.56
"7932132",6.5,1.46
"1487857",5.5,0
"8431421",7.5,0
"3146191",9,2.15
"7480175",9,2.15
"4834635",15.5,4.89
"3167372",8,2.45
"5833619",12,0
"2043812",5.5,1
"859985",15,0.82
"271096",13,2
"6360950",11.5,3.32
"5326799",6.5,0
"6633056",13,0
"5599926",52,10.56
"3217125",13,2.86
"3085283",12,2.56
"6650384",17.5,0
"1495047",5.5,1
"3705082",6.5,0
"57344",11,2.35
"5280604",12,0
"1320845",9,1.47
"193845",10,2
"1575631",7.5,2.49
"6644229",4.5,0
"537206",9.5,0
"3570610",11.5,2.45
"3949034",11.5,2.46
"6090007",19,4.16
"5651352",9.5,2
"1658373",31.5,7.81
"2158674",9,1.95
"4345698",8.5,2.06
"4720298",6,1.45
"1705183",11,2.55
"6386059",8,0
"2152917",7,0
"3416886",42.5,8.85
"4884769",7.5,2.08
"1834314",20,4.15
"3890246",8.5,25
"346785",5.5,1.36
"379860",29.5,5
"2321588",11.5,2.66
"8414869",21.5,0
"7238830",6.5,0
"88132",13,0
"216436",11.5,1.5
"4885392",12.5,2
"2088737",11,2
"284974",26,6.6
"1360282",11.5,4.76
"6569445",2.5,0
"2025895",5,1.36
"4914467",5.5,1
"7031747",5,0.58
"4540737",10.5,2
"2129736",5.5,0
"7512558",18.5,3.96
"6087107",25.5,5.45
"1333741",11.5,1
"7756428",12,2.07
"5759194",11.5,0
"2859985",28.5,3.5
"8510663",10.5,3.41
"4489493",6.5,1.56
"8633817",7.5,1.65
"1070430",13.5,0.77
"2136752",12,2.18
"8367",18,3.86
"2554829",12.5,0
"6745808",9.5,0
"2939777",11,2.46
"2134886",6,1
"780260",23,0
"7510492",20,4.25
"7395941",5.5,0
"2432295",10,2.26
"5512723",6,1.1
"8625386",12,2.56
"7265918",8.5,1.47
"5694211",9.5,2.05
"3380746",7,1.55
"7241374",8.5,1.96
"5016692",9,1.47
"3901664",19,0
"7509551",41.5,9.7
"2288629",7,0
"1468373",24,5.06
"1485138",5.5,5
"182393",28,7.45
"2650491",10.5,2.26
"256641",52,11.7
"8660677",6,1.46
"5357135",5,0
"8081948",5,0
"7195708",52,11.94
"4293856",7.5,1.66
"3377006",25.5,0
"1067392",4,1.16
"2639597",14,4.4
"8120563",12,2.66
"7699958",52,14.64
"8030376",9,1.5
"7843520",9.5,2.15
"6359471",5.5,1.8
"5686883",52,11.71
"4046328",6.5,1.66
"8331739",6,1.95
"3499723",15.5,0
"7349238",11.5,0
"5372744",5.5,0
"7274012",7.5,1.76
"7461695",14,2
"5302620",4,1.2
"8530519",12,2.56
"408411",3.5,0.86
"1434846",7,0
"8469457",10.5,1.5
"2284765",16.5,0
"7575586",52,11.71
"7248536",52,1
"2713198",10,0
"8355239",4.5,0
"542139",20,4.16
"4298282",52,0
"7661667",5,1.74
"6919387",9,1.96
"6241999",5,0
"6670884",21.5,0
"6477156",23.5,5.88
"1118849",6.5,1.56
"7473379",13.5,3.06
"4901672",8.5,0
"115847",10,1
"2455381",9.5,0
"382426",8,1.75
"3754746",40.5,0
"4274253",3,0
"8155469",16,2.3
"160845",3,0.75
"4898212",3.5,1.29
"2309915",7.5,1.86
"69304",9,0.49
"5283996",14.5,0
"3337828",4,0
"4268188",12.5,2.66
"4561278",10,2.16
"3213405",19.5,4.15
"2746917",13.5,2
"4406945",3.5,0
"1863035",8,1
"8418570",8,0
"4630172",7.5,0
"1563779",27.5,0
"4011776",7.5,1.25
"5548533",5.5,0.4
"7026359",52,11.71
"8649878",6,1.36
"2415540",8.5,2.9
"2355363",6.5,1.56
"1125729",5,1.89
"3028810",11,1
"8334372",6,1.2
"7302330",5.5,1.85
"4401967",22,3.2
"3136258",12.5,2.85
"5658862",7.5,0
"3427560",6,1.56
"6875169",9,1
"2916539",11.5,2.46
"5696174",8.5,2.32
"3302821",16,1
"4220005",4.5,1.06
"6325142",32,7.71
"3488221",14.5,3.16
"648303",11,0
"598022",5.5,1.35
"7515705",9.5,2.16
"3373073",9,1.96
"6062900",4,1.15
"33575",35.5,9.08
"3887557",17.5,3.66
"7076229",7,1
"2566635",11.5,1.7
"4632679",8.5,0.46
"756788",8,0
"2150483",13.5,2.5
"4816111",5.5,0
"6068239",13.5,2
"140627",16.5,0
"4682314",6.5,1.56
"2515747",4,1.2
"3488703",6,0
"6156696",10.5,2.35
"3209381",10.5,1.2
"2997570",20.5,0
"1264265",12,2.55
"5918836",52,11.7
"4893941",10,2.15
"4792714",5,0
"8039995",11,0
"1539810",19,2.97
"957402",6.5,1.46
"4263983",4,1.2
"2033605",18,3.86
"1993168",8,2.94
"7570404",52,14.64
"2811916",30.5,0
"3315762",8.5,2.75
"3774862",8,2.94
"6835251",30,9.14
"5303200",18,0
"5202953",9,2.06
"2082257",6.5,1.95
"2210460",9,1.95
"7810302",52,11.71
"1477516",15,0
"2166946",7.5,1.66
"6893535",10,2.15
"1279286",11,2.36
"809253",21.5,4.45
"306193",9,1.5
"2242183",7,0
"1774862",17,0
"6110463",7.5,1.76
"6704225",17.5,0
"8118996",52,0
"807236",6,1.36
"6342468",8,1.75
"7392021",12,2
"8623819",13.5,2.86
"4568267",34,8.11
"5099363",12,3.2
"1105128",6.5,1.66
"201024",6.5,1.66
"8492670",28.5,4.4
"1729740",30.5,7.51
"3115527",3.5,0
"57403",41,9.51
"2784091",6.5,0
"7056956",8,1.75
"6894475",-3,0
"7023388",12,1.2
"5166623",5,1.75
"2739995",38,7.85
"1492793",5.5,1.89
"2425035",11,2
"416640",5.5,0
"5998406",12.5,0
"8554333",52,11.7
"1930135",9.5,2.06
"7027524",10.5,1.7
"3642588",9.5,0
"2779226",13,2.75
"109807",18.5,3.86
"898578",34.5,0
"6118183",12,0
"4845337",7.5,2.45
"7693519",6.5,1.8
"2415879",7.5,2.64
"2543706",11.5,1.85
"8467432",2.5,1.14
"7055905",9.5,1
"3968134",10.5,3.35
"4098993",11,2.46
"2298428",7,2.2
"6308708",77.5,0
"7160508",52,8
"8429636",12,3.95
"7113186",9.5,2.58
"148565",5.5,1.26
"3853146",6.5,1
"6067411",7.5,0
"6705025",18,0
"2567400",13.5,1
"1001840",12.5,2.66
"5830546",5,1.26
"3762858",2.5,0
"1590672",6,0
"4594047",7,1
"1702152",10,2.36
"4819782",7.5,0
"5358165",6,0
"3110659",12,0
"7509733",10,0
"8420364",5,1.89
"7355923",11,0
"3108124",7.5,1.66
"5327545",8.5,0
"6144776",5,0
"3096828",7,0
"3593999",21.5,4.46
"8230295",13.5,1
"4507858",12.5,2.65
"7792771",6,0
"5554096",11,1.7
"3197092",7.5,0
"7102140",12.5,2
"7193468",8,0
"1564815",3,0
"6066840",8,1.96
"116663",39,0
"7664563",6,0
"8195936",24,4.96
"8227311",13.5,0
"22068",5.5,1.36
"1555134",23.5,0
"2284060",9.5,0
"924591",11,2
"4268308",11.5,0
"3517784",6,1
"1670384",3,0
"3938408",5.5,0
"7358864",13.5,2.86
"6664583",7.5,1.5
"3803229",5.5,1.35
"4337739",3.5,0
"2211820",14.5,3.06
"27860",8,1.86
"1872988",15,1
"7246891",15,3.26
"1959525",12,0
"7787215",6.5,2
"1836422",9,1.95
"2246176",9,1
"2932206",5.5,1.35
"1383248",14,3.15
"1736245",11.5,2.55
"5466943",5.5,1
"6602672",18,2
"4561101",7,0
"433599",4.5,0
"6585492",6.5,1.46
"7265823",12,2
"4979495",11,2.46
"2978581",6,0
"204773",5.5,1.46
"2328455",6.5,1.66
"6849450",20.5,0
"8295925",4,1.4
"5657759",52,0
"4455333",10.5,2.35
"674030",6.5,1.56
"3603788",6,1.35
"196535",64.5,0
"5810356",7.5,0
"2538042",10,0
"6400298",18,3.95
"1349105",11,1.92
"2637276",5.5,0
"6104837",7,0
"8517387",20.5,0
"2927096",5.5,0
"5743887",4.5,0
"8107207",22.5,0
"6544125",8,0
"5977780",17,0
"4391091",5,1.89
"4846519",4.5,2
"8433431",4,0
"4630321",6.5,1
"984692",12.5,2.65
"6305321",11,2.95
"3219768",6.5,0
"5027178",7,1.95
